"Date","Games"
"2010-12-1","201"
"2010-12-2","201"
"2010-12-3","201"
"2010-12-4","201"
"2010-12-5","201"
"2010-12-6","201"
"2010-12-7","201"
"2010-12-8","201"
"2010-12-9","201"
"2010-12-10","201"
"2010-12-11","201"
"2010-12-12","201"
"2010-12-13","201"
"2010-12-14","201"
"2010-12-15","201"
"2010-12-16","201"
"2010-12-17","201"
"2010-12-18","201"
"2010-12-19","201"
"2010-12-20","201"
"2010-12-21","201"
"2010-12-22","201"
"2010-12-23","201"
"2010-12-24","201"
"2010-12-25","201"
"2010-12-26","201"
"2010-12-27","201"
"2010-12-28","201"
"2010-12-29","201"
"2010-12-30","201"
"2010-12-31","201"
"2011-1-1","201"
"2011-1-2","201"
"2011-1-3","201"
"2011-1-4","201"
"2011-1-5","201"
"2011-1-6","201"
"2011-1-7","201"
"2011-1-8","201"
"2011-1-9","201"
"2011-1-10","201"
"2011-1-11","201"
"2011-1-12","201"
"2011-1-13","201"
"2011-1-14","201"
"2011-1-15","201"
"2011-1-16","201"
"2011-1-17","201"
"2011-1-18","201"
"2011-1-19","201"
"2011-1-20","201"
"2011-1-21","201"
"2011-1-22","201"
"2011-1-23","201"
"2011-1-24","201"
"2011-1-25","201"
"2011-1-26","201"
"2011-1-27","201"
"2011-1-28","201"
"2011-1-29","201"
"2011-1-30","201"
"2011-1-31","201"
"2011-2-1","201"
"2011-2-2","201"
"2011-2-3","201"
"2011-2-4","201"
"2011-2-5","201"
"2011-2-6","201"
"2011-2-7","201"
"2011-2-8","201"
"2011-2-9","201"
"2011-2-10","201"
"2011-2-11","201"
"2011-2-12","201"
"2011-2-13","201"
"2011-2-14","201"
"2011-2-15","201"
"2011-2-16","201"
"2011-2-17","201"
"2011-2-18","201"
"2011-2-19","201"
"2011-2-20","201"
"2011-2-21","201"
"2011-2-22","201"
"2011-2-23","201"
"2011-2-24","201"
"2011-2-25","201"
"2011-2-26","201"
"2011-2-27","201"
"2011-2-28","201"
"2011-3-1","201"
"2011-3-2","201"
"2011-3-3","201"
"2011-3-4","201"
"2011-3-5","201"
"2011-3-6","201"
"2011-3-7","201"
"2011-3-8","201"
"2011-3-9","201"
"2011-3-10","201"
"2011-3-11","201"
"2011-3-12","201"
"2011-3-13","201"
"2011-3-14","201"
"2011-3-15","201"
"2011-3-16","201"
"2011-3-17","201"
"2011-3-18","201"
"2011-3-19","201"
"2011-3-20","201"
"2011-3-21","201"
"2011-3-22","201"
"2011-3-23","201"
"2011-3-24","201"
"2011-3-25","201"
"2011-3-26","201"
"2011-3-27","201"
"2011-3-28","201"
"2011-3-29","201"
"2011-3-30","201"
"2011-3-31","201"
"2011-4-1","201"
"2011-4-2","201"
"2011-4-3","201"
"2011-4-4","201"
"2011-4-5","201"
"2011-4-6","201"
"2011-4-7","201"
"2011-4-8","201"
"2011-4-9","201"
"2011-4-10","201"
"2011-4-11","201"
"2011-4-12","201"
"2011-4-13","201"
"2011-4-14","201"
"2011-4-15","201"
"2011-4-16","201"
"2011-4-17","201"
"2011-4-18","201"
"2011-4-19","201"
"2011-4-20","201"
"2011-4-21","201"
"2011-4-22","201"
"2011-4-23","201"
"2011-4-24","201"
"2011-4-25","201"
"2011-4-26","201"
"2011-4-27","201"
"2011-4-28","201"
"2011-4-29","201"
"2011-4-30","201"
"2011-5-1","201"
"2011-5-2","201"
"2011-5-3","201"
"2011-5-4","201"
"2011-5-5","201"
"2011-5-6","201"
"2011-5-7","201"
"2011-5-8","201"
"2011-5-9","201"
"2011-5-10","201"
"2011-5-11","201"
"2011-5-12","201"
"2011-5-13","201"
"2011-5-14","201"
"2011-5-15","204"
"2011-5-16","204"
"2011-5-17","204"
"2011-5-18","204"
"2011-5-19","204"
"2011-5-20","204"
"2011-5-21","204"
"2011-5-22","204"
"2011-5-23","204"
"2011-5-24","204"
"2011-5-25","204"
"2011-5-26","204"
"2011-5-27","204"
"2011-5-28","204"
"2011-5-29","204"
"2011-5-30","204"
"2011-5-31","204"
"2011-6-1","204"
"2011-6-2","204"
"2011-6-3","204"
"2011-6-4","204"
"2011-6-5","204"
"2011-6-6","204"
"2011-6-7","204"
"2011-6-8","204"
"2011-6-9","204"
"2011-6-10","204"
"2011-6-11","204"
"2011-6-12","204"
"2011-6-13","204"
"2011-6-14","204"
"2011-6-15","204"
"2011-6-16","204"
"2011-6-17","204"
"2011-6-18","204"
"2011-6-19","204"
"2011-6-20","204"
"2011-6-21","204"
"2011-6-22","204"
"2011-6-23","204"
"2011-6-24","204"
"2011-6-25","204"
"2011-6-26","204"
"2011-6-27","204"
"2011-6-28","204"
"2011-6-29","204"
"2011-6-30","204"
"2011-7-1","204"
"2011-7-2","204"
"2011-7-3","204"
"2011-7-4","204"
"2011-7-5","204"
"2011-7-6","204"
"2011-7-7","204"
"2011-7-8","204"
"2011-7-9","204"
"2011-7-10","204"
"2011-7-11","204"
"2011-7-12","204"
"2011-7-13","204"
"2011-7-14","204"
"2011-7-15","204"
"2011-7-16","204"
"2011-7-17","204"
"2011-7-18","204"
"2011-7-19","204"
"2011-7-20","204"
"2011-7-21","204"
"2011-7-22","204"
"2011-7-23","204"
"2011-7-24","204"
"2011-7-25","204"
"2011-7-26","204"
"2011-7-27","204"
"2011-7-28","204"
"2011-7-29","204"
"2011-7-30","204"
"2011-7-31","204"
"2011-8-1","204"
"2011-8-2","204"
"2011-8-3","204"
"2011-8-4","204"
"2011-8-5","204"
"2011-8-6","204"
"2011-8-7","204"
"2011-8-8","204"
"2011-8-9","204"
"2011-8-10","205"
"2011-8-11","205"
"2011-8-12","205"
"2011-8-13","205"
"2011-8-14","205"
"2011-8-15","205"
"2011-8-16","205"
"2011-8-17","205"
"2011-8-18","205"
"2011-8-19","205"
"2011-8-20","205"
"2011-8-21","205"
"2011-8-22","205"
"2011-8-23","205"
"2011-8-24","205"
"2011-8-25","205"
"2011-8-26","205"
"2011-8-27","205"
"2011-8-28","207"
"2011-8-29","207"
"2011-8-30","207"
"2011-8-31","207"
"2011-9-1","207"
"2011-9-2","207"
"2011-9-3","207"
"2011-9-4","207"
"2011-9-5","207"
"2011-9-6","207"
"2011-9-7","207"
"2011-9-8","207"
"2011-9-9","207"
"2011-9-10","207"
"2011-9-11","207"
"2011-9-12","207"
"2011-9-13","207"
"2011-9-14","207"
"2011-9-15","208"
"2011-9-16","208"
"2011-9-17","208"
"2011-9-18","208"
"2011-9-19","208"
"2011-9-20","208"
"2011-9-21","208"
"2011-9-22","208"
"2011-9-23","208"
"2011-9-24","208"
"2011-9-25","208"
"2011-9-26","208"
"2011-9-27","208"
"2011-9-28","208"
"2011-9-29","208"
"2011-9-30","208"
"2011-10-1","208"
"2011-10-2","208"
"2011-10-3","208"
"2011-10-4","208"
"2011-10-5","208"
"2011-10-6","208"
"2011-10-7","208"
"2011-10-8","208"
"2011-10-9","208"
"2011-10-10","208"
"2011-10-11","208"
"2011-10-12","208"
"2011-10-13","208"
"2011-10-14","208"
"2011-10-15","208"
"2011-10-16","208"
"2011-10-17","208"
"2011-10-18","208"
"2011-10-19","208"
"2011-10-20","208"
"2011-10-21","208"
"2011-10-22","208"
"2011-10-23","208"
"2011-10-24","208"
"2011-10-25","208"
"2011-10-26","208"
"2011-10-27","208"
"2011-10-28","208"
"2011-10-29","208"
"2011-10-30","208"
"2011-10-31","208"
"2011-11-1","208"
"2011-11-2","208"
"2011-11-3","208"
"2011-11-4","208"
"2011-11-5","208"
"2011-11-6","208"
"2011-11-7","208"
"2011-11-8","208"
"2011-11-9","208"
"2011-11-10","208"
"2011-11-11","208"
"2011-11-12","208"
"2011-11-13","208"
"2011-11-14","208"
"2011-11-15","208"
"2011-11-16","208"
"2011-11-17","208"
"2011-11-18","208"
"2011-11-19","208"
"2011-11-20","208"
"2011-11-21","208"
"2011-11-22","208"
"2011-11-23","208"
"2011-11-24","208"
"2011-11-25","208"
"2011-11-26","208"
"2011-11-27","208"
"2011-11-28","208"
"2011-11-29","208"
"2011-11-30","208"
"2011-12-1","208"
"2011-12-2","208"
"2011-12-3","208"
"2011-12-4","208"
"2011-12-5","208"
"2011-12-6","208"
"2011-12-7","208"
"2011-12-8","208"
"2011-12-9","208"
"2011-12-10","208"
"2011-12-11","208"
"2011-12-12","208"
"2011-12-13","208"
"2011-12-14","208"
"2011-12-15","208"
"2011-12-16","208"
"2011-12-17","208"
"2011-12-18","208"
"2011-12-19","208"
"2011-12-20","208"
"2011-12-21","241"
"2011-12-22","241"
"2011-12-23","241"
"2011-12-24","242"
"2011-12-25","242"
"2011-12-26","242"
"2011-12-27","242"
"2011-12-28","242"
"2011-12-29","242"
"2011-12-30","253"
"2011-12-31","256"
"2012-1-1","256"
"2012-1-2","256"
"2012-1-3","256"
"2012-1-4","256"
"2012-1-5","256"
"2012-1-6","256"
"2012-1-7","256"
"2012-1-8","256"
"2012-1-9","256"
"2012-1-10","256"
"2012-1-11","256"
"2012-1-12","256"
"2012-1-13","256"
"2012-1-14","256"
"2012-1-15","256"
"2012-1-16","257"
"2012-1-17","257"
"2012-1-18","257"
"2012-1-19","257"
"2012-1-20","257"
"2012-1-21","257"
"2012-1-22","257"
"2012-1-23","257"
"2012-1-24","257"
"2012-1-25","257"
"2012-1-26","257"
"2012-1-27","257"
"2012-1-28","257"
"2012-1-29","257"
"2012-1-30","257"
"2012-1-31","257"
"2012-2-1","257"
"2012-2-2","257"
"2012-2-3","257"
"2012-2-4","257"
"2012-2-5","257"
"2012-2-6","257"
"2012-2-7","257"
"2012-2-8","257"
"2012-2-9","257"
"2012-2-10","257"
"2012-2-11","257"
"2012-2-12","258"
"2012-2-13","258"
"2012-2-14","258"
"2012-2-15","258"
"2012-2-16","258"
"2012-2-17","258"
"2012-2-18","258"
"2012-2-19","258"
"2012-2-20","258"
"2012-2-21","258"
"2012-2-22","258"
"2012-2-23","258"
"2012-2-24","259"
"2012-2-25","259"
"2012-2-26","259"
"2012-2-27","259"
"2012-2-28","259"
"2012-2-29","259"
"2012-3-1","259"
"2012-3-2","259"
"2012-3-3","260"
"2012-3-4","260"
"2012-3-5","260"
"2012-3-6","260"
"2012-3-7","260"
"2012-3-8","267"
"2012-3-9","267"
"2012-3-10","275"
"2012-3-11","275"
"2012-3-12","275"
"2012-3-13","275"
"2012-3-14","275"
"2012-3-15","275"
"2012-3-16","275"
"2012-3-17","275"
"2012-3-18","275"
"2012-3-19","275"
"2012-3-20","275"
"2012-3-21","275"
"2012-3-22","275"
"2012-3-23","275"
"2012-3-24","275"
"2012-3-25","275"
"2012-3-26","275"
"2012-3-27","275"
"2012-3-28","275"
"2012-3-29","275"
"2012-3-30","275"
"2012-3-31","275"
"2012-4-1","275"
"2012-4-2","275"
"2012-4-3","275"
"2012-4-4","275"
"2012-4-5","281"
"2012-4-6","281"
"2012-4-7","281"
"2012-4-8","281"
"2012-4-9","281"
"2012-4-10","281"
"2012-4-11","282"
"2012-4-12","282"
"2012-4-13","282"
"2012-4-14","282"
"2012-4-15","282"
"2012-4-16","282"
"2012-4-17","282"
"2012-4-18","282"
"2012-4-19","282"
"2012-4-20","282"
"2012-4-21","282"
"2012-4-22","282"
"2012-4-23","282"
"2012-4-24","282"
"2012-4-25","282"
"2012-4-26","282"
"2012-4-27","282"
"2012-4-28","282"
"2012-4-29","282"
"2012-4-30","282"
"2012-5-1","285"
"2012-5-2","285"
"2012-5-3","285"
"2012-5-4","285"
"2012-5-5","285"
"2012-5-6","285"
"2012-5-7","285"
"2012-5-8","285"
"2012-5-9","285"
"2012-5-10","285"
"2012-5-11","285"
"2012-5-12","287"
"2012-5-13","287"
"2012-5-14","287"
"2012-5-15","287"
"2012-5-16","287"
"2012-5-17","287"
"2012-5-18","287"
"2012-5-19","287"
"2012-5-20","300"
"2012-5-21","301"
"2012-5-22","301"
"2012-5-23","302"
"2012-5-24","302"
"2012-5-25","302"
"2012-5-26","302"
"2012-5-27","302"
"2012-5-28","303"
"2012-5-29","304"
"2012-5-30","306"
"2012-5-31","320"
"2012-6-1","320"
"2012-6-2","320"
"2012-6-3","320"
"2012-6-4","320"
"2012-6-5","320"
"2012-6-6","320"
"2012-6-7","323"
"2012-6-8","325"
"2012-6-9","325"
"2012-6-10","325"
"2012-6-11","325"
"2012-6-12","325"
"2012-6-13","325"
"2012-6-14","325"
"2012-6-15","325"
"2012-6-16","325"
"2012-6-17","325"
"2012-6-18","325"
"2012-6-19","325"
"2012-6-20","325"
"2012-6-21","325"
"2012-6-22","326"
"2012-6-23","326"
"2012-6-24","326"
"2012-6-25","326"
"2012-6-26","328"
"2012-6-27","328"
"2012-6-28","328"
"2012-6-29","328"
"2012-6-30","328"
"2012-7-1","328"
"2012-7-2","328"
"2012-7-3","328"
"2012-7-4","328"
"2012-7-5","328"
"2012-7-6","328"
"2012-7-7","328"
"2012-7-8","328"
"2012-7-9","328"
"2012-7-10","328"
"2012-7-11","328"
"2012-7-12","328"
"2012-7-13","337"
"2012-7-14","337"
"2012-7-15","337"
"2012-7-16","337"
"2012-7-17","376"
"2012-7-18","376"
"2012-7-19","378"
"2012-7-20","379"
"2012-7-21","382"
"2012-7-22","382"
"2012-7-23","382"
"2012-7-24","382"
"2012-7-25","382"
"2012-7-26","382"
"2012-7-27","382"
"2012-7-28","382"
"2012-7-29","382"
"2012-7-30","382"
"2012-7-31","382"
"2012-8-1","382"
"2012-8-2","382"
"2012-8-3","382"
"2012-8-4","382"
"2012-8-5","382"
"2012-8-6","382"
"2012-8-7","382"
"2012-8-8","382"
"2012-8-9","382"
"2012-8-10","382"
"2012-8-11","382"
"2012-8-12","382"
"2012-8-13","382"
"2012-8-14","382"
"2012-8-15","382"
"2012-8-16","382"
"2012-8-17","382"
"2012-8-18","382"
"2012-8-19","382"
"2012-8-20","382"
"2012-8-21","382"
"2012-8-22","382"
"2012-8-23","382"
"2012-8-24","382"
"2012-8-25","382"
"2012-8-26","382"
"2012-8-27","382"
"2012-8-28","382"
"2012-8-29","382"
"2012-8-30","382"
"2012-8-31","382"
"2012-9-1","382"
"2012-9-2","382"
"2012-9-3","382"
"2012-9-4","382"
"2012-9-5","382"
"2012-9-6","382"
"2012-9-7","382"
"2012-9-8","382"
"2012-9-9","382"
"2012-9-10","382"
"2012-9-11","382"
"2012-9-12","382"
"2012-9-13","382"
"2012-9-14","382"
"2012-9-15","382"
"2012-9-16","382"
"2012-9-17","384"
"2012-9-18","384"
"2012-9-19","384"
"2012-9-20","384"
"2012-9-21","384"
"2012-9-22","384"
"2012-9-23","384"
"2012-9-24","384"
"2012-9-25","384"
"2012-9-26","384"
"2012-9-27","386"
"2012-9-28","386"
"2012-9-29","386"
"2012-9-30","386"
"2012-10-1","386"
"2012-10-2","386"
"2012-10-3","386"
"2012-10-4","386"
"2012-10-5","386"
"2012-10-6","386"
"2012-10-7","386"
"2012-10-8","386"
"2012-10-9","386"
"2012-10-10","386"
"2012-10-11","386"
"2012-10-12","386"
"2012-10-13","386"
"2012-10-14","386"
"2012-10-15","386"
"2012-10-16","386"
"2012-10-17","386"
"2012-10-18","386"
"2012-10-19","386"
"2012-10-20","386"
"2012-10-21","386"
"2012-10-22","386"
"2012-10-23","386"
"2012-10-24","386"
"2012-10-25","386"
"2012-10-26","386"
"2012-10-27","386"
"2012-10-28","386"
"2012-10-29","386"
"2012-10-30","386"
"2012-10-31","386"
"2012-11-1","386"
"2012-11-2","386"
"2012-11-3","386"
"2012-11-4","386"
"2012-11-5","386"
"2012-11-6","386"
"2012-11-7","386"
"2012-11-8","386"
"2012-11-9","386"
"2012-11-10","386"
"2012-11-11","386"
"2012-11-12","386"
"2012-11-13","386"
"2012-11-14","386"
"2012-11-15","386"
"2012-11-16","386"
"2012-11-17","386"
"2012-11-18","386"
"2012-11-19","386"
"2012-11-20","386"
"2012-11-21","386"
"2012-11-22","386"
"2012-11-23","386"
"2012-11-24","386"
"2012-11-25","386"
"2012-11-26","400"
"2012-11-27","400"
"2012-11-28","400"
"2012-11-29","411"
"2012-11-30","411"
"2012-12-1","411"
"2012-12-2","411"
"2012-12-3","411"
"2012-12-4","411"
"2012-12-5","411"
"2012-12-6","411"
"2012-12-7","411"
"2012-12-8","411"
"2012-12-9","411"
"2012-12-10","411"
"2012-12-11","411"
"2012-12-12","411"
"2012-12-13","411"
"2012-12-14","411"
"2012-12-15","411"
"2012-12-16","411"
"2012-12-17","411"
"2012-12-18","411"
"2012-12-19","411"
"2012-12-20","411"
"2012-12-21","411"
"2012-12-22","411"
"2012-12-23","411"
"2012-12-24","445"
"2012-12-25","446"
"2012-12-26","446"
"2012-12-27","450"
"2012-12-28","452"
"2012-12-29","452"
"2012-12-30","452"
"2012-12-31","452"
"2013-1-1","452"
"2013-1-2","452"
"2013-1-3","452"
"2013-1-4","452"
"2013-1-5","452"
"2013-1-6","455"
"2013-1-7","456"
"2013-1-8","456"
"2013-1-9","456"
"2013-1-10","456"
"2013-1-11","456"
"2013-1-12","456"
"2013-1-13","456"
"2013-1-14","456"
"2013-1-15","456"
"2013-1-16","456"
"2013-1-17","456"
"2013-1-18","456"
"2013-1-19","468"
"2013-1-20","468"
"2013-1-21","468"
"2013-1-22","468"
"2013-1-23","468"
"2013-1-24","468"
"2013-1-25","470"
"2013-1-26","470"
"2013-1-27","470"
"2013-1-28","470"
"2013-1-29","470"
"2013-1-30","470"
"2013-1-31","470"
"2013-2-1","470"
"2013-2-2","470"
"2013-2-3","470"
"2013-2-4","470"
"2013-2-5","470"
"2013-2-6","470"
"2013-2-7","470"
"2013-2-8","470"
"2013-2-9","470"
"2013-2-10","470"
"2013-2-11","470"
"2013-2-12","470"
"2013-2-13","470"
"2013-2-14","470"
"2013-2-15","470"
"2013-2-16","470"
"2013-2-17","470"
"2013-2-18","470"
"2013-2-19","470"
"2013-2-20","470"
"2013-2-21","470"
"2013-2-22","470"
"2013-2-23","470"
"2013-2-24","470"
"2013-2-25","470"
"2013-2-26","470"
"2013-2-27","470"
"2013-2-28","470"
"2013-3-1","470"
"2013-3-2","470"
"2013-3-3","470"
"2013-3-4","470"
"2013-3-5","470"
"2013-3-6","470"
"2013-3-7","470"
"2013-3-8","470"
"2013-3-9","470"
"2013-3-10","470"
"2013-3-11","470"
"2013-3-12","470"
"2013-3-13","470"
"2013-3-14","470"
"2013-3-15","470"
"2013-3-16","470"
"2013-3-17","470"
"2013-3-18","470"
"2013-3-19","470"
"2013-3-20","470"
"2013-3-21","470"
"2013-3-22","470"
"2013-3-23","470"
"2013-3-24","470"
"2013-3-25","470"
"2013-3-26","470"
"2013-3-27","474"
"2013-3-28","474"
"2013-3-29","474"
"2013-3-30","474"
"2013-3-31","474"
"2013-4-1","474"
"2013-4-2","474"
"2013-4-3","474"
"2013-4-4","474"
"2013-4-5","480"
"2013-4-6","480"
"2013-4-7","480"
"2013-4-8","480"
"2013-4-9","481"
"2013-4-10","481"
"2013-4-11","481"
"2013-4-12","481"
"2013-4-13","481"
"2013-4-14","481"
"2013-4-15","481"
"2013-4-16","481"
"2013-4-17","481"
"2013-4-18","481"
"2013-4-19","482"
"2013-4-20","482"
"2013-4-21","482"
"2013-4-22","482"
"2013-4-23","482"
"2013-4-24","482"
"2013-4-25","482"
"2013-4-26","482"
"2013-4-27","482"
"2013-4-28","483"
"2013-4-29","483"
"2013-4-30","483"
"2013-5-1","483"
"2013-5-2","483"
"2013-5-3","487"
"2013-5-4","487"
"2013-5-5","487"
"2013-5-6","487"
"2013-5-7","487"
"2013-5-8","487"
"2013-5-9","487"
"2013-5-10","487"
"2013-5-11","487"
"2013-5-12","487"
"2013-5-13","487"
"2013-5-14","487"
"2013-5-15","487"
"2013-5-16","487"
"2013-5-17","487"
"2013-5-18","487"
"2013-5-19","487"
"2013-5-20","487"
"2013-5-21","487"
"2013-5-22","487"
"2013-5-23","487"
"2013-5-24","487"
"2013-5-25","497"
"2013-5-26","497"
"2013-5-27","497"
"2013-5-28","497"
"2013-5-29","497"
"2013-5-30","497"
"2013-5-31","500"
"2013-6-1","500"
"2013-6-2","500"
"2013-6-3","500"
"2013-6-4","500"
"2013-6-5","500"
"2013-6-6","500"
"2013-6-7","500"
"2013-6-8","500"
"2013-6-9","500"
"2013-6-10","500"
"2013-6-11","500"
"2013-6-12","500"
"2013-6-13","500"
"2013-6-14","500"
"2013-6-15","500"
"2013-6-16","500"
"2013-6-17","500"
"2013-6-18","500"
"2013-6-19","500"
"2013-6-20","500"
"2013-6-21","500"
"2013-6-22","500"
"2013-6-23","500"
"2013-6-24","500"
"2013-6-25","500"
"2013-6-26","500"
"2013-6-27","500"
"2013-6-28","500"
"2013-6-29","500"
"2013-6-30","500"
"2013-7-1","500"
"2013-7-2","500"
"2013-7-3","500"
"2013-7-4","500"
"2013-7-5","500"
"2013-7-6","500"
"2013-7-7","500"
"2013-7-8","500"
"2013-7-9","500"
"2013-7-10","500"
"2013-7-11","503"
"2013-7-12","511"
"2013-7-13","527"
"2013-7-14","542"
"2013-7-15","556"
"2013-7-16","574"
"2013-7-17","577"
"2013-7-18","577"
"2013-7-19","580"
"2013-7-20","580"
"2013-7-21","580"
"2013-7-22","580"
"2013-7-23","580"
"2013-7-24","580"
"2013-7-25","580"
"2013-7-26","580"
"2013-7-27","580"
"2013-7-28","580"
"2013-7-29","580"
"2013-7-30","580"
"2013-7-31","580"
"2013-8-1","580"
"2013-8-2","581"
"2013-8-3","581"
"2013-8-4","581"
"2013-8-5","581"
"2013-8-6","582"
"2013-8-7","582"
"2013-8-8","582"
"2013-8-9","582"
"2013-8-10","582"
"2013-8-11","582"
"2013-8-12","582"
"2013-8-13","582"
"2013-8-14","587"
"2013-8-15","590"
"2013-8-16","590"
"2013-8-17","590"
"2013-8-18","590"
"2013-8-19","590"
"2013-8-20","590"
"2013-8-21","590"
"2013-8-22","595"
"2013-8-23","595"
"2013-8-24","595"
"2013-8-25","595"
"2013-8-26","596"
"2013-8-27","596"
"2013-8-28","596"
"2013-8-29","596"
"2013-8-30","596"
"2013-8-31","596"
"2013-9-1","596"
"2013-9-2","596"
"2013-9-3","596"
"2013-9-4","596"
"2013-9-5","596"
"2013-9-6","596"
"2013-9-7","596"
"2013-9-8","596"
"2013-9-9","596"
"2013-9-10","596"
"2013-9-11","596"
"2013-9-12","613"
"2013-9-13","613"
"2013-9-14","613"
"2013-9-15","613"
"2013-9-16","613"
"2013-9-17","613"
"2013-9-18","613"
"2013-9-19","613"
"2013-9-20","613"
"2013-9-21","616"
"2013-9-22","616"
"2013-9-23","616"
"2013-9-24","616"
"2013-9-25","616"
"2013-9-26","616"
"2013-9-27","616"
"2013-9-28","616"
"2013-9-29","616"
"2013-9-30","616"
"2013-10-1","616"
"2013-10-2","616"
"2013-10-3","616"
"2013-10-4","616"
"2013-10-5","616"
"2013-10-6","616"
"2013-10-7","616"
"2013-10-8","616"
"2013-10-9","616"
"2013-10-10","618"
"2013-10-11","618"
"2013-10-12","618"
"2013-10-13","618"
"2013-10-14","618"
"2013-10-15","618"
"2013-10-16","618"
"2013-10-17","618"
"2013-10-18","618"
"2013-10-19","619"
"2013-10-20","619"
"2013-10-21","619"
"2013-10-22","619"
"2013-10-23","619"
"2013-10-24","619"
"2013-10-25","619"
"2013-10-26","619"
"2013-10-27","619"
"2013-10-28","619"
"2013-10-29","619"
"2013-10-30","619"
"2013-10-31","619"
"2013-11-1","619"
"2013-11-2","619"
"2013-11-3","619"
"2013-11-4","619"
"2013-11-5","619"
"2013-11-6","619"
"2013-11-7","619"
"2013-11-8","619"
"2013-11-9","619"
"2013-11-10","619"
"2013-11-11","627"
"2013-11-12","627"
"2013-11-13","627"
"2013-11-14","627"
"2013-11-15","627"
"2013-11-16","627"
"2013-11-17","627"
"2013-11-18","627"
"2013-11-19","627"
"2013-11-20","627"
"2013-11-21","627"
"2013-11-22","627"
"2013-11-23","627"
"2013-11-24","627"
"2013-11-25","627"
"2013-11-26","627"
"2013-11-27","631"
"2013-11-28","631"
"2013-11-29","632"
"2013-11-30","632"
"2013-12-1","632"
"2013-12-2","632"
"2013-12-3","632"
"2013-12-4","632"
"2013-12-5","632"
"2013-12-6","632"
"2013-12-7","632"
"2013-12-8","632"
"2013-12-9","632"
"2013-12-10","632"
"2013-12-11","632"
"2013-12-12","632"
"2013-12-13","632"
"2013-12-14","632"
"2013-12-15","632"
"2013-12-16","632"
"2013-12-17","632"
"2013-12-18","632"
"2013-12-19","636"
"2013-12-20","647"
"2013-12-21","647"
"2013-12-22","681"
"2013-12-23","681"
"2013-12-24","684"
"2013-12-25","684"
"2013-12-26","687"
"2013-12-27","706"
"2013-12-28","706"
"2013-12-29","707"
"2013-12-30","717"
"2013-12-31","718"
"2014-1-1","750"
"2014-1-2","750"
"2014-1-3","750"
"2014-1-4","750"
"2014-1-5","750"
"2014-1-6","750"
"2014-1-7","750"
"2014-1-8","750"
"2014-1-9","750"
"2014-1-10","750"
"2014-1-11","750"
"2014-1-12","750"
"2014-1-13","750"
"2014-1-14","750"
"2014-1-15","750"
"2014-1-16","810"
"2014-1-17","810"
"2014-1-18","810"
"2014-1-19","810"
"2014-1-20","810"
"2014-1-21","810"
"2014-1-22","810"
"2014-1-23","810"
"2014-1-24","810"
"2014-1-25","810"
"2014-1-26","810"
"2014-1-27","810"
"2014-1-28","810"
"2014-1-29","810"
"2014-1-30","810"
"2014-1-31","810"
"2014-2-1","810"
"2014-2-2","810"
"2014-2-3","821"
"2014-2-4","821"
"2014-2-5","821"
"2014-2-6","821"
"2014-2-7","821"
"2014-2-8","821"
"2014-2-9","821"
"2014-2-10","821"
"2014-2-11","821"
"2014-2-12","821"
"2014-2-13","845"
"2014-2-14","853"
"2014-2-15","853"
"2014-2-16","853"
"2014-2-17","853"
"2014-2-18","853"
"2014-2-19","853"
"2014-2-20","853"
"2014-2-21","853"
"2014-2-22","853"
"2014-2-23","853"
"2014-2-24","853"
"2014-2-25","853"
"2014-2-26","853"
"2014-2-27","853"
"2014-2-28","854"
"2014-3-1","854"
"2014-3-2","856"
"2014-3-3","856"
"2014-3-4","856"
"2014-3-5","856"
"2014-3-6","856"
"2014-3-7","862"
"2014-3-8","862"
"2014-3-9","862"
"2014-3-10","862"
"2014-3-11","862"
"2014-3-12","862"
"2014-3-13","862"
"2014-3-14","862"
"2014-3-15","862"
"2014-3-16","862"
"2014-3-17","862"
"2014-3-18","863"
"2014-3-19","863"
"2014-3-20","863"
"2014-3-21","863"
"2014-3-22","863"
"2014-3-23","863"
"2014-3-24","863"
"2014-3-25","863"
"2014-3-26","863"
"2014-3-27","864"
"2014-3-28","864"
"2014-3-29","864"
"2014-3-30","864"
"2014-3-31","864"
"2014-4-1","864"
"2014-4-2","864"
"2014-4-3","864"
"2014-4-4","864"
"2014-4-5","864"
"2014-4-6","864"
"2014-4-7","864"
"2014-4-8","864"
"2014-4-9","864"
"2014-4-10","864"
"2014-4-11","864"
"2014-4-12","864"
"2014-4-13","864"
"2014-4-14","864"
"2014-4-15","864"
"2014-4-16","864"
"2014-4-17","864"
"2014-4-18","866"
"2014-4-19","866"
"2014-4-20","866"
"2014-4-21","866"
"2014-4-22","866"
"2014-4-23","866"
"2014-4-24","866"
"2014-4-25","866"
"2014-4-26","866"
"2014-4-27","866"
"2014-4-28","866"
"2014-4-29","866"
"2014-4-30","866"
"2014-5-1","866"
"2014-5-2","866"
"2014-5-3","866"
"2014-5-4","866"
"2014-5-5","866"
"2014-5-6","866"
"2014-5-7","866"
"2014-5-8","866"
"2014-5-9","866"
"2014-5-10","866"
"2014-5-11","866"
"2014-5-12","866"
"2014-5-13","866"
"2014-5-14","866"
"2014-5-15","866"
"2014-5-16","866"
"2014-5-17","866"
"2014-5-18","866"
"2014-5-19","866"
"2014-5-20","866"
"2014-5-21","866"
"2014-5-22","866"
"2014-5-23","866"
"2014-5-24","866"
"2014-5-25","866"
